,b6_r1,b6_r2,b6_r3,tc_r1,tc_r2,tc_r3,tc_r4,tc_r5
Vmn2r101,2.49166,2.52074,2.57335,2.52574,2.43897,2.50001,2.3239,2.62389
Msl1,7.49269,7.59146,7.50857,7.53047,7.51293,7.43141,7.43496,7.67647
n-R5s82,3.31053,3.39292,3.15548,3.2462,3.18046,3.59276,3.65506,4.25169
Slc22a16,3.90413,3.72408,3.92805,3.75695,3.71001,3.8425,3.91576,3.97197
Gm20071,4.07751,3.9673,3.89682,3.96914,4.08007,4.052,3.93455,4.26705
D19Bwg1357e,7.09693,7.17186,7.10165,6.99457,6.99043,7.05018,6.97932,7.1596
F10,4.09505,4.00806,4.12757,4.05318,4.20191,4.09964,4.30433,4.34083
9630013A20Rik,2.03113,1.98345,2.02368,1.9614,2.04919,2.16409,1.96138,2.2967
Cetn1,2.90007,2.9962,3.24858,2.72177,3.03575,3.05252,3.09523,3.30143
Gm10650,2.79078,2.58786,2.78071,2.67857,2.93085,3.04183,2.72416,3.00409
Gemin8,6.13227,6.31014,6.14893,6.21821,6.28833,5.9807,6.13105,6.37803
Dtl,5.34614,5.13331,5.08395,5.10016,4.98816,4.97588,5.08247,5.33356
Gm6623,5.94315,6.27074,6.11761,5.8632,6.0595,6.15911,5.95409,6.20675
Rasl12,4.39573,4.17638,4.16764,4.11672,4.24523,4.27149,4.22848,4.18544
Midn,7.83067,7.75155,7.38691,8.01632,8.03583,7.79884,7.7266,7.73662
Gm13636,2.6405,2.66517,2.67144,2.75864,2.75053,2.85386,2.74287,2.98455
Gm13618,3.46766,3.43544,3.57468,3.38356,3.6871,3.60717,3.35227,3.71031
Lrrc28,5.9894,6.26263,5.93707,6.20382,6.18666,5.99215,5.95455,5.96472
Gm4787,3.81054,4.04268,4.29994,3.48244,4.22495,3.65776,3.96783,4.07444
Uba52,11.9928,11.9801,11.896,12.0365,11.9448,11.8389,11.8459,11.9266
Daw1,2.94755,2.77108,2.81253,2.91632,2.9633,2.98968,2.96195,3.22583
Tulp3,5.00706,4.81919,4.67635,4.95853,4.98386,5.02392,4.93336,5.04691
Klrb1a,3.72136,4.3015,4.03013,4.20075,4.06219,3.7172,3.87005,4.58121
Arl4d,6.95652,6.73914,6.94089,6.96918,7.0241,6.83136,7.01852,7.07094
Gm24413,6.19143,6.13911,6.32852,6.14464,6.21587,6.12849,6.41177,6.25455
Mtap7d3,3.1259,3.1867,3.14253,3.34954,3.08465,3.52351,3.07311,3.43451
Matn2,5.66288,5.81033,5.84894,5.8055,5.86207,5.71605,5.74971,5.91785
Vmn1r169,2.40412,2.40828,2.21158,2.4275,2.55708,2.52778,2.5052,2.90689
3110070M22Rik,5.15711,5.18247,5.44986,5.2735,5.41776,5.38096,5.60419,5.57029
Msh2,6.79431,6.92583,6.94751,6.76741,6.78461,6.75562,6.88358,7.08139
Ucn2,3.139,3.27421,3.3894,3.35555,3.27218,2.90872,3.41982,3.6055
Pfkfb4,6.20651,6.26603,6.42152,6.31712,6.26929,6.34558,6.31266,6.51326
Lmo2,5.65977,5.60672,5.64213,5.73336,5.94848,5.98575,5.93028,6.10951
Trim5,7.84621,8.03153,7.96963,7.76833,7.82294,7.80515,7.77607,7.86679
5330417H12Rik,4.0947,3.73653,3.94692,4.09254,3.87105,3.91041,3.97553,4.21098
Mdfic,6.93466,6.97527,7.00195,6.94077,6.93513,7.08351,7.0683,7.24308
Gm20613,3.08878,2.90299,3.16607,2.91102,3.19884,3.19417,3.10741,3.18183
Mir1958,2.11897,1.78218,1.92158,1.91402,2.23613,1.87747,1.86497,2.41976
Dyrk1a,9.01882,9.09832,8.85997,9.22948,9.15273,9.00319,9.06325,9.08481
2310034C09Rik,4.3466,4.46164,4.58653,4.48235,4.39161,4.50502,4.63122,4.58058
Gm14260,3.25952,3.01474,2.81629,3.15398,3.18233,3.26563,3.10678,3.48114
Cmtm2b,4.136,3.79167,4.12409,4.18535,4.17376,4.10246,3.97967,4.32388
Gm26048,5.92013,5.75998,5.9247,5.74327,5.73864,6.64109,6.33207,6.56753
Gm12017,10.2258,10.2663,9.9875,10.3689,10.3448,10.392,10.4163,10.3583
Chtop,8.41331,8.54583,8.38503,8.36055,8.34704,8.33599,8.27921,8.30324
Gm3880,5.38832,5.17362,5.28532,5.20536,5.30779,5.33855,5.21644,5.53721
Aco2,7.65435,7.70195,7.58065,7.81321,7.64519,7.62772,7.56186,7.64946
Gm22478,1.97643,2.02685,2.28922,1.8624,1.93167,1.97438,2.04456,2.2055
Pop7,6.11486,5.98088,5.98094,5.98174,6.05195,6.15416,5.8904,6.10752
Ccdc167,5.86426,5.90674,5.92589,5.92298,6.0267,5.88742,5.84765,5.80628
Gm16501,3.67603,3.75285,3.52677,3.75238,3.55949,3.78852,3.81704,3.5631
Ddx25,4.34079,4.12001,4.40864,4.35958,4.4654,4.38628,4.4652,4.62196
Gm8709,6.64938,6.72147,6.51068,6.80582,6.78448,6.8142,6.66175,6.57361
Fam229b,3.58776,3.3547,3.27784,3.26191,3.44532,3.39898,3.37642,3.60103
Gm11686,5.8869,6.03965,6.1912,6.00502,5.98292,5.98074,5.95339,6.09062
Gm16976,3.38379,3.43199,3.5464,3.42137,3.44161,3.58583,3.4051,3.70745
Gm22019,1.82682,1.83607,1.87161,1.71998,1.90656,1.80877,1.70517,1.94163
4933404K08Rik,3.26078,2.92859,3.01059,2.95387,3.02438,2.97341,2.90719,3.07164
Gm15936,3.58987,3.36426,3.19907,3.38501,3.44482,3.28392,3.295,3.34611
Gm15224,2.85385,2.61821,2.56461,2.61697,3.11562,2.73757,2.72463,3.06436
Gm23033,3.24529,2.97265,3.14155,3.18448,3.14068,3.23207,3.12287,3.1219
Stard10,7.62539,7.52033,7.57501,7.75288,7.64325,7.69114,7.61484,7.80069
Gm11820,3.00008,3.02065,2.89713,3.00437,2.9284,3.09633,2.87416,3.15275
Gm20917,2.26705,2.06913,2.16463,2.50895,2.42079,2.55948,2.55348,2.54688
Rab11a,6.54098,6.65104,6.74614,6.60525,6.49168,6.59384,6.61975,6.81544
Gm25313,5.79255,5.87493,6.4123,5.99764,5.97948,5.89498,6.29805,5.92734
2310011J03Rik,7.47987,7.19312,7.30476,7.43761,7.45373,7.42639,7.26946,7.08195
Klf16,6.64235,6.48111,6.70008,6.74171,6.53167,6.30322,6.46299,6.58493
Kctd4,2.73489,2.57463,2.64727,2.8835,2.97736,2.98863,2.82213,2.83366
Fam76a,6.27149,6.36814,6.21476,6.2092,6.1555,6.26073,6.06785,6.28714
Gm15317,4.04415,3.96295,4.35989,3.97896,3.86623,4.25359,4.09369,4.31622
Hmgn1,6.12656,6.17839,6.17619,6.25377,6.15682,6.17543,6.27623,6.48907
Gm14533,2.31294,2.12839,2.15895,2.38846,2.22546,2.52811,2.25983,2.9172
Galnt7,7.44508,7.54519,7.27786,7.44036,7.36522,7.17519,7.21467,7.48881
Ppbp,3.62124,3.71711,3.70252,3.7576,3.69497,3.36194,3.73468,3.8563
9130204K15Rik,4.51194,4.33117,4.42977,4.35797,4.55912,4.39302,4.44178,4.65412
Arhgap39,7.061,7.01501,7.0644,7.27041,7.21288,7.3445,7.33459,7.34306
Olfr61,2.25286,2.51737,2.68542,2.61379,2.70428,2.50774,2.6018,3.01626
Gm24177,2.89877,2.88,3.11088,2.98418,3.09208,3.0371,3.07601,3.01296
Dnajc13,7.82789,8.0137,7.9422,7.88163,7.749,7.97558,7.93012,8.13697
Gm25484,9.48739,9.38682,9.74985,9.09716,9.41642,9.51874,9.72788,9.90755
Iltifb,3.7589,3.60263,3.67756,3.53807,3.72876,3.56791,3.72291,3.77839
Gm13359,3.52186,3.43621,3.35912,3.33237,3.50341,3.6198,3.452,3.64526
Slc2a6,5.96398,5.97359,6.11014,6.21581,6.08275,6.21949,6.26573,6.43192
Tmem8c,3.99499,3.7738,3.85805,3.86199,3.80772,4.03135,3.92922,4.18213
Gm6457,7.47178,7.50128,7.43937,7.50184,7.35804,7.36893,7.25832,7.47576
1700061J23Rik,3.88073,3.80998,3.80319,3.77998,3.91596,3.94787,3.97764,4.26383
Ccrn4l,4.97557,4.98952,4.94957,4.74496,5.0508,4.74517,4.93028,5.00584
Gm25520,5.94577,5.76992,5.93812,5.86778,6.04224,6.28865,6.18069,6.16234
Gtl3,6.77551,6.73621,6.6712,6.74648,6.7039,6.75988,6.65002,6.87117
E130111B04Rik,4.13796,3.92812,4.07406,4.04652,4.13871,3.77982,4.02976,4.26922
Mpp3,4.71895,4.56777,4.77068,4.61355,4.80417,4.74909,4.8431,4.97511
Mir467a-1,5.01665,5.14646,5.1135,4.9532,5.02095,4.95397,5.07876,5.0501
Apoc2,4.29495,4.38237,4.43167,4.41727,4.34048,4.32227,4.59553,4.57549
Eno4,3.91068,3.76575,3.81458,3.79203,3.80297,3.92471,3.91363,4.02083
D430019H16Rik,5.69291,5.48979,5.66129,5.53768,5.57371,5.91779,5.81938,5.84764
Gm26743,2.96149,3.11018,2.93723,3.07907,3.02307,2.96246,2.91983,3.23926
Gm4491,3.41773,3.01604,3.04483,3.13968,3.02235,3.00257,3.23336,3.30926
Gjb2,6.0817,6.02576,5.98812,6.08831,6.07875,6.36559,5.92221,6.43298
Npvf,3.63704,3.24695,3.43571,3.29445,3.46472,3.58191,3.46899,3.67353
4933439C10Rik,5.44783,5.45697,5.44627,5.4839,5.55995,5.3562,5.44585,5.62986
Crnn,4.23043,4.22637,4.5606,4.34949,4.30971,3.98143,4.43087,4.8128
n-R5s12,2.91101,3.02139,3.23543,2.83443,2.87255,3.1521,3.16329,3.17065
Gm25233,4.93399,4.968,5.16126,5.01823,5.28016,4.78179,5.47306,5.17744
Ccdc146,3.01226,2.80562,2.87408,2.81634,2.9832,3.05521,2.89463,3.0725
Ift140,6.6006,6.63528,6.61421,6.83091,6.66744,6.70591,6.60458,6.81939
Gm8707,4.0591,4.07135,3.71197,3.90955,3.99612,3.99556,3.8155,3.86244
Angptl2,8.13333,8.1571,8.05137,8.58027,8.21874,8.60599,8.48254,8.44101
Ptrh1,6.53015,6.46956,6.56892,6.48913,6.34408,6.23882,6.45565,6.5262
Mir7054,4.56653,4.34948,4.65845,4.53449,4.46402,4.66329,4.49319,4.50609
Htr7,4.08398,4.13581,4.17346,4.12314,4.19729,4.344,4.38567,4.57986
Rsad2,5.19633,5.33747,5.20561,5.06949,5.00367,5.9967,5.40619,5.25684
Fuca1,7.55957,7.59412,7.45338,7.51271,7.45327,7.48165,7.39639,7.67012
Gm15305,3.93427,3.71051,3.96503,3.90063,3.47,4.00349,3.98024,4.37011
n-R5s211,5.86479,5.71946,6.00045,5.79603,5.87102,6.15844,6.00802,6.20488
Nrg2,5.56048,5.445,5.63728,5.38344,5.52158,5.62033,5.61461,5.68815
Gm23667,2.32492,2.29969,2.28293,2.31806,2.33505,2.32198,2.16978,2.8569
Gm4076,10.8417,10.9371,11.0701,10.9499,11.0906,11.0562,11.1534,11.2178
Gm22929,2.33731,2.34996,2.39518,2.4061,2.46512,2.40914,2.31852,2.5618
Gm16317,2.64458,2.59524,2.67314,2.52809,2.55484,2.66746,2.68196,3.23017
RP24-282D16.2,3.30606,3.22214,3.478,3.18598,3.20136,3.35715,3.34406,3.47978
4930429F24Rik,3.78896,3.78357,3.79628,3.84951,3.81275,3.78466,3.76872,4.0302
Gm5039,3.42743,3.34179,3.14326,3.02231,3.25258,3.26335,3.21719,3.56288
Gm7104,5.26104,5.19784,5.02198,5.24249,5.40215,5.41416,5.26778,5.40579
Gm11850,3.28584,3.34363,3.23374,3.08431,3.18682,2.96735,3.17365,3.36743
Rbbp9,5.70378,5.79408,5.66625,5.96958,5.76694,5.85954,5.84773,6.04215
Gmip,8.01848,8.00562,7.83301,8.13263,8.04912,7.80979,7.83651,7.90163
Gm15371,2.64393,2.37132,2.51167,2.36099,2.72356,2.51565,2.27541,3.07927
Wbp11,7.24999,7.25477,6.94427,7.54451,7.4029,7.19755,7.26107,7.24075
Gm11715,3.91561,4.08087,3.74921,3.87713,4.02682,3.74896,3.56534,3.79066
Gm16441,2.74439,2.63829,2.91973,2.85131,2.82585,2.90393,2.69531,2.85716
Gm14722,3.65329,3.86792,4.04474,4.06952,4.07336,4.26131,3.97024,4.19769
Cd99l2,7.00907,7.07573,7.05785,7.1553,7.05323,7.02269,7.0256,7.25474
Zfp607,7.2659,7.36344,7.31222,7.32565,7.07783,7.06568,7.13562,7.26325
Gm15787,4.79882,4.78719,4.87983,4.79694,4.75334,4.61859,4.80605,4.87194
Gm13822,4.46889,4.57242,4.71334,4.57151,4.62257,4.94037,4.87334,4.87459
Ighv8-5,4.08375,6.38707,7.79928,3.06924,3.05798,4.77905,3.82608,3.99532
Ptgr1,4.12724,3.97298,4.16462,4.21508,4.17891,4.15037,4.35815,4.36026
Gm14307,2.63829,2.83672,3.04791,2.8256,2.95144,2.9146,2.75516,2.97915
Gm20628,4.53059,4.4795,4.41425,4.62542,4.75403,4.43068,4.67604,4.34164
Gm14939,3.71162,3.52614,3.52897,3.52891,3.58238,3.66404,3.8042,3.7343
Gm22494,5.13292,5.41055,5.55166,5.17684,5.37868,5.41332,5.54137,5.45917
Rgma,5.6502,5.41409,5.8938,5.72343,5.77407,5.86393,5.89624,5.86758
Gm26925,3.44825,3.59647,3.41895,3.68257,3.01669,3.61793,3.72853,3.75096
Gm4256,3.1766,2.68229,2.86652,2.80078,2.68546,2.82749,2.81463,2.70903
Gm20795,3.16836,2.99958,2.94535,3.27016,3.0184,3.35205,2.93338,3.5038
Gm23758,1.95146,1.89625,1.51276,1.71955,1.77022,1.74454,1.62295,1.81693
Vmn2r57,2.97562,2.95316,3.32579,2.75594,3.08553,3.08937,3.026,3.28076
Ccser1,3.69672,3.68178,3.71809,3.6691,3.81064,4.04004,3.95341,4.09584
Xkr5,5.46561,5.34599,5.38167,5.37616,5.40815,5.39445,5.3164,5.51946
Wrnip1,6.47796,6.53483,6.59775,6.55376,6.46668,6.42355,6.28544,6.64614
Pemt,4.84529,4.7874,5.02744,4.91668,4.80761,4.92658,4.9307,4.89981
Gm23011,3.4048,3.53296,3.71853,3.34721,3.44082,3.8274,3.821,3.87045
Clca6,3.37915,3.27453,3.41505,3.32506,3.42885,3.45414,3.31561,3.57441
Gm16294,2.68875,2.76825,2.88747,2.7987,2.85621,3.01375,3.08273,2.64424
Cckbr,4.10842,4.06365,4.03847,4.00911,4.15146,4.18421,4.34093,4.31681
Gm11916,2.52373,2.75296,2.64852,2.55153,2.98038,2.02191,2.63739,3.39358
Hsp90b1,9.10503,9.12901,9.35788,8.93991,8.98659,9.06899,9.13255,9.41547
Cxcl12,3.74352,3.7839,3.81408,3.74885,3.76233,3.7085,3.85765,3.91133
1700095J12Rik,3.23249,2.97439,3.12632,3.03291,3.13997,3.39723,3.18533,3.48701
Acadl,7.46495,7.5748,7.44856,7.48775,7.37269,7.52193,7.31626,7.60204
Gm26252,2.88527,3.01931,3.02383,2.91191,3.39415,2.61657,2.88054,3.05621
Mir6393,2.69363,2.63011,2.61988,2.8066,2.81578,2.77518,2.91425,3.18839
Gm5218,7.87054,7.57526,7.54527,7.64647,7.86934,7.70032,7.69773,7.6296
Gm15925,3.2955,3.31223,3.43398,3.3606,3.3684,3.31711,3.30375,3.43544
Gm10693,3.51627,3.48501,3.56713,3.55424,3.57888,3.54305,3.73312,3.73991
Dact1,6.12909,5.99336,6.09451,6.22338,6.125,6.24196,6.24908,6.15905
Atp6v1g1,6.75809,6.7072,6.7559,6.61684,6.71925,6.67562,6.69486,7.02885
Sumo3,6.43371,6.58946,6.60514,6.51065,6.46292,6.4537,6.4357,6.74881
Mvb12b,6.64723,6.63606,6.59778,6.89181,6.89708,6.56042,6.78239,6.88892
Dnah1,4.08044,3.96321,4.12524,4.02817,4.07421,4.05105,4.19768,4.29702
Mir653,2.78551,2.51032,2.63043,2.56275,2.41648,2.47425,2.7297,2.81164
Gm26696,2.79886,2.56576,2.89157,3.09927,2.9698,2.49494,2.72925,2.9907
Polr2d,6.95527,7.02997,7.08132,6.98905,6.78794,7.00358,6.76549,7.20217
Gm12120,2.8768,2.26882,2.77348,2.63366,2.43151,2.78371,2.49283,2.92131
Gm14805,2.66164,2.37633,2.59344,2.37538,2.49081,2.84599,2.41726,2.54076
Gm22085,2.52283,2.38078,2.22482,2.34665,2.15038,2.39143,2.54052,2.64857
Gm23415,9.09259,8.96529,9.22231,9.05699,9.18439,8.93857,9.2284,9.12103
Mir3965,4.3208,4.34133,4.0584,4.32674,4.53423,4.40502,4.47778,4.66387
1700001J04Rik,3.53368,3.40561,3.64334,3.50792,3.50993,3.50648,3.40795,3.65284
Gm11708,3.42042,3.17792,3.20284,3.06696,3.13215,3.26116,3.30167,3.42133
Gm16568,4.54919,4.90739,4.51904,4.45876,4.30138,4.51553,4.43179,4.48432
Gm13270,3.08673,3.12773,3.00691,3.10751,3.05856,3.35994,3.32009,3.51514
Gsk3a,8.77919,8.69681,8.18201,8.85288,8.80946,8.63189,8.54227,8.59022
Polr2g,7.41687,7.49692,7.26551,7.48125,7.2304,7.2908,7.16403,7.48644
Mus81,6.76939,6.72848,6.68895,6.83197,6.69258,6.77506,6.58646,6.65761
Mir300,2.38179,2.7735,2.73385,2.88406,2.72547,2.84034,2.63643,2.91187
Olfr62,2.92761,2.88234,2.77941,2.77332,2.86639,2.29081,2.9619,3.31539
Gm14460,5.80557,5.76888,5.6659,5.78141,5.59686,5.69808,5.80278,5.78153
Scara3,4.45716,4.28309,4.41528,4.36923,4.3801,4.49623,4.48672,4.45165
Gm12299,2.93261,2.77038,2.87666,2.5779,3.09163,2.99644,2.87027,3.13456
Ptpn22,10.0614,10.2695,10.0606,10.2913,10.1612,10.0445,10.2853,10.3244
Gm4996,2.95466,2.97986,3.12097,2.83059,2.82923,2.71936,3.24776,3.122
Mir6240,11.9293,11.8039,12.1594,11.9976,11.9824,12.212,12.2185,11.9296
Gm24620,6.69547,6.57767,7.24779,6.65274,6.78586,7.04643,7.11926,7.50252
Lmbr1,4.48906,4.62104,4.68202,4.75594,4.67984,4.64507,4.63299,4.69284
Clpsl2,5.58032,5.37307,5.49844,5.41803,5.41578,5.21405,5.48985,5.83713
Plet1,3.85508,3.9436,3.84866,3.73586,3.84944,3.91674,3.73681,3.97097
Herc4,6.81696,7.03112,6.99093,6.85637,6.8312,6.75505,6.80189,7.07177
Gm13452,2.54765,2.65822,2.51507,2.64031,2.56688,2.55481,2.48331,2.75954
Gm25461,2.03606,2.20397,2.02916,2.11962,2.01591,2.2863,2.26887,2.40412
Gm25497,2.49283,2.60585,2.73984,2.47113,2.87907,2.96344,3.00865,3.19917
Zbtb17,6.7014,6.7082,6.76686,6.77797,6.69774,6.75681,6.60459,6.87422
Casp9,6.14703,6.00992,6.03355,6.13137,6.04357,6.02238,6.05363,6.18736
ATP8,12.6988,12.8223,12.9261,12.713,12.7971,12.8868,13.0438,12.9815
mt-Tg,10.0781,10.1038,10.2882,9.80101,10.0449,10.2255,10.4561,10.2521
Gm22800,7.081,7.05651,7.24769,7.02685,7.18682,6.99262,7.19442,7.11569
Poteg,2.97072,2.85501,2.85654,2.93367,2.94613,3.06756,3.03999,3.2151
Gm1698,2.49952,2.41401,2.21123,2.32207,2.34408,2.43604,2.35343,2.4236
Cd28,7.99402,7.95562,7.87311,8.029,7.9075,7.78609,7.83142,8.00396
Gm5089,3.083,3.1366,3.19393,3.10384,3.29163,3.36599,3.19323,3.19134
1700108J01Rik,3.84389,3.89155,4.08155,4.03346,4.13818,4.02258,3.87915,4.22637
Gm25440,2.74041,2.84295,2.8548,2.76644,2.91939,3.06657,2.73004,3.33284
AI606473,4.48971,4.42245,4.53447,4.43313,4.62948,4.65507,4.47593,4.86878
Cfp,5.47945,5.47716,5.47599,5.57241,5.62327,5.28269,5.47935,5.6723
Spin2-ps5,2.99135,2.70627,3.08522,2.92524,2.75013,2.89017,2.98685,3.25567
Vmn1r-ps55,2.07896,2.13941,2.25413,2.13811,2.33341,2.14939,1.995,2.22371
Mir1191,11.3248,11.3638,11.5111,11.1515,11.3537,11.2483,11.5253,11.5289
Gm25731,12.9907,13.0617,13.0706,13.0171,13.0615,12.9915,13.0825,13.0738
4930556N09Rik,3.66859,3.40098,3.58423,3.46415,3.40253,3.70597,3.43859,3.77954
Olfr1158,1.79938,2.17028,1.94944,2.14616,2.0949,2.04364,1.9206,2.03315
Olfr305,2.54412,2.75228,2.5251,2.66324,2.52175,2.43804,2.5335,2.60163
LOC102632488,3.55442,3.53193,3.61083,3.45499,3.56462,3.45718,3.76272,3.75365
Gm25041,2.1735,2.21893,2.49064,2.19593,2.28393,2.34816,2.61112,2.6442
Rasd2,5.16405,5.02133,4.95073,5.07026,5.05178,5.22324,5.20703,5.3653
Gm26245,5.53857,5.33724,5.76865,5.08957,5.56308,5.79409,5.84679,6.12869
B3galnt1,3.96857,3.8546,4.01744,3.83275,4.08403,4.26069,4.04294,4.0563
Gm16462,1.7241,1.7047,1.7362,1.80844,1.87294,1.89353,1.86938,2.13952
RP24-108J19.1,3.81897,3.68154,3.87006,3.49693,3.65795,3.56522,3.72329,3.94852
Gm9146,5.237,5.25636,5.08364,5.32538,5.33983,5.29078,5.3472,5.16866
Gm9162,5.24106,5.24992,4.93388,5.27345,5.26214,5.3263,5.291,5.49141
Ift81,4.78397,4.90019,4.9119,4.75445,4.75684,4.90796,4.96152,5.16789
9330136K24Rik,3.34951,3.31109,3.82136,3.32841,3.56947,3.6247,3.48916,3.90628
Ccr2,4.61424,4.43572,4.32192,4.05695,4.18555,4.68386,3.97773,4.25107
Tmem62,6.53491,6.67118,6.67747,6.64629,6.54727,6.44919,6.66451,6.84004
Atxn2l,9.04309,9.02501,8.85124,9.30214,9.25555,8.96554,9.04641,8.99535
Akr1d1,3.1888,3.05831,3.10309,3.1888,3.23697,3.34288,3.17457,3.36614
Gm25062,9.2182,9.04278,9.25304,9.15385,9.47461,9.08975,9.39643,9.24893
Gm11756,3.71646,3.53914,3.83885,3.66018,3.5572,3.78777,3.82142,3.8275
Hoxd11,4.27971,4.12418,4.19107,4.13792,4.09247,4.29128,4.26504,4.17662
Gm16505,5.99083,5.82474,5.57548,5.50362,5.85438,6.27048,6.06089,6.19227
Rars,7.32335,7.3862,7.4376,7.14133,6.99318,7.16667,7.06878,7.19004
Atg4a,4.91028,4.78096,5.00221,4.89709,4.83912,4.90921,4.67465,5.10216
Armcx6,4.57671,4.79464,4.6953,4.98493,4.69257,4.76013,4.69913,4.95498
6030408B16Rik,4.88951,4.73667,4.79193,4.70147,4.63255,4.66925,4.77932,4.09252
Gm26513,3.41051,3.51533,3.57459,3.73233,3.67898,3.31378,3.6114,3.45406
Pfkm,6.14689,6.16839,6.19015,6.18652,6.08474,6.15837,6.16673,6.26936
Adamtsl3,3.98435,3.89222,3.92082,3.91537,3.99479,4.00705,4.02045,4.09639
Gm8675,3.841,4.07893,3.90606,3.65114,3.65835,3.94149,4.13313,3.96384
D730045B01Rik,5.06234,4.93906,5.11078,5.32027,5.15324,5.15185,5.27654,5.31298
Cdc5l,8.00007,8.06701,8.02055,8.02043,7.85304,7.92381,7.86113,8.19405
Gm20825,3.11145,3.10082,3.36094,3.13024,3.00637,3.07883,3.21126,3.19436
2510003E04Rik,6.23225,6.31473,6.25798,6.29171,6.33428,6.28103,6.18587,6.24902
Traj38,10.047,9.86695,9.86568,10.4333,10.69,9.99754,10.2597,10.1013
Gm12882,5.13707,5.24957,5.12585,5.0926,5.15328,5.16238,5.38636,5.03872
Gm9581,6.21844,6.27583,6.18773,6.47555,6.13809,7.04898,6.57326,6.50099
Olfr199,2.93416,3.09992,3.18008,2.9757,3.28567,3.07852,3.18328,3.24029
Gm14358,6.06548,5.99795,5.9483,5.74864,5.92056,5.84803,6.02449,5.90683
Ash2l,6.81695,6.9061,6.88393,6.79058,6.82709,6.80897,6.75802,6.79547
Leprotl1,8.47292,8.50353,8.42865,8.58688,8.44775,8.38982,8.28004,8.67092
Bag2,5.14988,4.86764,5.22358,5.26708,4.9943,5.17009,5.27513,5.38585
Phactr1,4.08435,3.98139,4.01019,4.03582,4.00235,4.07059,4.07797,4.27248
Mir497b,4.43401,4.17616,4.41542,4.27601,4.41889,4.45846,4.61551,4.40904
Map2k4,6.55339,6.67185,6.36798,6.81127,6.83211,6.51954,6.50357,6.56759
Hist2h2aa1,8.58447,8.50908,8.65656,8.75196,8.74261,8.57068,8.56544,8.54165
Gm22669,3.11612,3.03018,3.13267,3.25122,3.24825,3.30488,3.20707,3.48403
Bad,6.14268,6.0749,6.08983,6.11996,6.10283,6.2656,6.11613,6.0992
4930473O22Rik,2.46715,2.22025,2.34398,2.03081,2.32033,2.5999,2.28528,2.18218
B930095G15Rik,5.12248,4.97219,4.95582,5.14175,5.06491,5.41714,5.059,5.20298
A230083G16Rik,4.2571,4.07279,4.22355,4.12919,4.10675,4.45214,4.35956,4.05496
Pramef12,3.25467,3.0423,3.25364,3.26262,3.26302,3.09614,3.46968,3.28735
Nmnat1,5.29732,5.22156,5.1429,5.34161,5.30483,5.29636,5.14546,5.44192
Gm6369,2.05404,1.78827,1.98338,1.93761,1.9499,2.2454,1.9777,2.04985
Gm6660,2.01791,2.21884,2.0576,2.10048,2.31012,2.23898,2.21965,2.70321
Wdr41,7.4382,7.48116,7.23727,7.58405,7.47294,7.43453,7.39747,7.51716
Gm24295,5.1402,4.81241,5.13514,4.84643,4.95097,5.04218,4.98301,5.21231
Cetn3,5.45034,5.5698,5.46951,5.34334,5.48508,5.68966,5.3468,5.55053
AA623943,3.47943,3.80094,3.53739,3.4461,3.69011,3.77551,3.73712,4.14725
Gm8888,7.37592,7.10431,7.3613,7.29795,7.2992,7.29202,7.35512,7.4453
Vmn2r45,3.21517,3.10648,2.98814,3.03168,3.06117,3.24256,3.1644,3.52928
Golga7b,5.316,5.01301,5.16737,5.19101,5.17554,5.35309,5.22972,5.42949
Gm20727,3.62804,3.0602,3.54768,3.26509,3.43891,3.41826,3.4071,3.56859
Gm12420,5.4993,5.73237,5.40203,5.31213,5.17054,5.39908,5.71686,5.42232
Ip6k1,7.82034,7.8594,7.85327,7.88193,7.84576,7.81539,7.72992,8.01626
Gm8068,4.07535,3.75885,4.02415,3.8167,3.92596,4.18978,4.1336,4.24954
Gm7953,2.81375,2.61912,3.0553,2.81144,3.00938,2.79088,2.70794,2.88149
Pcdhb10,3.24945,3.3431,3.16178,3.19748,3.1373,3.22288,3.25805,3.7031
Gm12174,10.9691,10.9514,11.0205,10.9412,10.8145,10.9219,10.9092,11.1728
Gm20754,3.80538,3.49981,3.68674,3.76558,3.64537,3.81929,3.79738,3.64737
Ogt,9.65477,9.7257,9.55003,9.74541,9.80257,9.49496,9.59673,9.65973
Gm14880,2.71861,2.52248,2.62387,2.53443,2.60779,2.47898,2.62387,2.79098
Gm24445,6.1678,6.12785,6.59803,6.01842,6.23611,6.35231,6.62747,6.47525
Hist1h4k,6.24141,6.10224,6.04734,6.4039,6.11985,6.35845,6.20241,6.10005
C130050O18Rik,4.71278,4.66789,4.74351,4.78568,4.68903,4.73316,4.96874,4.81585
Rbfox3,4.81604,4.72731,4.84182,4.77207,4.80225,4.85701,4.90217,4.97811
Gm23353,1.61427,1.3594,1.55868,1.43772,1.55287,1.44444,1.41728,1.55922
Wdr62,5.59897,5.436,5.32453,5.38462,5.42471,5.29298,5.39229,5.38306
Sdhaf1,6.31581,6.3594,6.85453,6.65149,6.31373,6.56287,6.45716,6.72996
Gm26993,2.76516,2.5382,2.45175,2.80527,2.62033,2.51334,2.45843,2.5244
Gm12931,3.78758,3.71789,3.88472,3.92054,4.01174,3.72087,3.98007,3.78304
Olfr228,2.59434,2.31955,1.79826,1.91926,1.74632,1.94725,2.08261,2.10849
